sct_mae_hu,sct_rmse_hu,sct_psnr,sct_ssim,raw_cbct_mae_hu,raw_cbct_rmse_hu,raw_cbct_psnr,raw_cbct_ssim,sct_mae_air_lung_hu,raw_cbct_mae_air_lung_hu,sct_mae_soft_tissue_hu,raw_cbct_mae_soft_tissue_hu,sct_mae_bone_hu,raw_cbct_mae_bone_hu,sct_mae_body_hu,raw_cbct_mae_body_hu,sample_index,patient_id,slice_index
88.65702,178.02869,23.289669,0.353951100407555,273.8664,317.88898,18.253958,0.5381648495526029,288.8833,213.10645,48.409405,252.93713,273.88846,538.98004,88.65702,273.8664,273,2ABA033,50
86.397896,171.52946,23.612692,0.3550207207135486,271.86786,315.3871,18.32259,0.5356385830820037,267.5093,197.54378,48.221992,251.74124,273.39432,534.5906,86.397896,271.86786,274,2ABA033,51
87.3404,174.32011,23.472519,0.352327408800705,274.06003,318.21146,18.245152,0.5316959194452723,274.24594,208.80888,48.242867,252.1888,268.0678,529.0314,87.3404,274.06003,275,2ABA033,52
90.962204,180.09335,23.189514,0.34682611238072425,274.46472,319.16702,18.219107,0.5292167004478826,288.3177,216.77399,49.420418,251.561,277.06033,532.62726,90.962204,274.46472,276,2ABA033,53
89.651,178.43674,23.269783,0.35172377904291663,269.92816,314.30893,18.352333,0.5318016280941719,284.80957,208.92781,49.32275,247.93768,278.2768,532.0516,89.651,269.92816,277,2ABA033,54
89.44847,177.99463,23.29133,0.353046144279072,267.16223,310.95813,18.44543,0.5353756292593163,282.7949,204.7226,49.987633,245.98453,280.63153,530.2948,89.44847,267.16223,278,2ABA033,55
90.62706,177.78677,23.30148,0.3452045229031,264.4431,308.19736,18.522888,0.5393401204128283,284.1446,197.69936,51.154102,242.7857,281.2324,532.32385,90.62706,264.4431,279,2ABA033,56
89.80791,173.59372,23.508787,0.3408059224588452,262.31055,305.2837,18.605396,0.5453568838365528,286.01324,199.61005,51.298702,240.05148,274.4317,534.8204,89.80791,262.31055,280,2ABA033,57
88.502625,171.26617,23.626038,0.34087004523388725,260.1066,302.6802,18.679787,0.5484050818397217,282.52463,196.84193,51.863865,239.30919,273.5342,537.78284,88.502625,260.1066,281,2ABA033,58
91.67346,178.8782,23.24832,0.3437744808154817,260.6887,305.4041,18.601969,0.5537878711833969,300.4952,201.21504,51.465614,237.6355,294.6031,556.24036,91.67346,260.6887,282,2ABA033,59
92.92879,184.10333,22.998236,0.3500239725871213,260.67365,307.34686,18.54689,0.5560532773349364,315.27017,212.73103,50.02018,235.73055,305.4255,571.1919,92.92879,260.67365,283,2ABA033,60
89.72053,182.19041,23.088959,0.35720908450709316,255.39252,302.60913,18.681828,0.5615635189331513,316.51245,210.31883,48.933807,233.41023,295.4156,565.6887,89.72053,255.39252,284,2ABA033,61
87.58909,176.74371,23.352589,0.3633312660052349,253.54597,301.29608,18.719597,0.5680323344256373,301.7322,201.53993,48.667706,230.50256,293.2255,574.7841,87.58909,253.54597,285,2ABA033,62
84.90065,169.97606,23.691713,0.36591945214112886,249.76233,295.5455,18.88698,0.5726355329349867,291.06628,187.15027,49.157543,228.79446,288.94922,566.6465,84.90065,249.76233,286,2ABA033,63
86.31909,171.72752,23.602669,0.3570066968032253,249.5786,295.50827,18.888075,0.5732436194192568,291.70325,181.91383,50.83998,229.61719,311.21805,579.7005,86.31909,249.5786,287,2ABA033,64
85.93086,169.68405,23.706648,0.3525240897445021,250.521,297.06247,18.84251,0.5713938797519125,278.9464,175.02664,51.2558,229.83209,301.70844,574.0424,85.93086,250.521,288,2ABA033,65
86.394905,168.40016,23.77262,0.3480044987473792,252.18362,297.61035,18.826508,0.5675695723932102,274.46747,169.78232,51.67341,231.76596,296.17026,560.26935,86.394905,252.18362,289,2ABA033,66
84.35024,163.97105,24.004124,0.34866165737494326,249.54108,292.94644,18.963703,0.5644958137457609,268.59195,164.46803,52.238922,231.41586,287.26904,550.879,84.35024,249.54108,290,2ABA033,67
82.09776,160.36984,24.197014,0.35449303955028577,245.68622,288.20758,19.10536,0.5638357111920692,258.28345,159.4313,51.81765,229.85912,284.7256,538.961,82.09776,245.68622,291,2ABA033,68
81.60273,160.68011,24.180225,0.3579334432837975,245.06699,288.52664,19.095749,0.5631564869549,257.02747,152.12201,51.98424,229.64618,281.7528,537.49365,81.60273,245.06699,292,2ABA033,69
82.15345,154.84146,24.501722,0.3533474657614145,244.81444,287.23935,19.134588,0.5654737537057394,247.33249,147.54233,56.236427,229.38463,240.56377,526.1409,82.15345,244.81444,293,2ABA033,70
77.94362,150.37892,24.755728,0.35878345875659723,240.16457,281.49615,19.310019,0.566575418014485,233.3269,145.14693,54.97274,230.77533,278.1829,542.1611,77.94362,240.16457,294,2ABA033,71
74.14483,143.08336,25.187685,0.3585345212769386,236.73499,276.0731,19.478987,0.562232989157551,209.62904,146.76202,55.24821,231.4382,286.0941,527.8624,74.14483,236.73499,295,2ABA033,72
74.70751,145.24449,25.057476,0.3621400243436246,240.62796,282.5568,19.277351,0.5669214043472712,202.61174,151.19548,52.815872,229.52127,275.6396,535.20416,74.70751,240.62796,296,2ABA033,73
73.23801,147.07722,24.948559,0.36764072039378115,238.05428,281.00372,19.325226,0.5662698637940808,199.12715,155.93167,52.949444,229.36885,260.74326,502.1975,73.23801,238.05428,297,2ABA033,74
69.78355,144.94514,25.075396,0.38022563571211104,233.86668,276.05267,19.479628,0.5606993877440035,195.74524,157.88808,51.68925,229.39095,307.12976,522.0725,69.78355,233.86668,298,2ABA033,75
73.43868,155.24815,24.47894,0.37906139656320625,234.27055,277.41052,19.43701,0.560063956128556,216.95688,171.69464,53.264328,228.68631,345.32153,557.0505,73.43868,234.27055,299,2ABA033,76
